id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
9553	order	Bifidobacteriales	1	2	6			2.38	0.00	[2, 2, 4, 4, 5, 4, 2, 4, 4, 4, 4, 3, 4, 3, 3, 3, 4, 4, 3, 3, 2, 4, 4, 4, 3, 4, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 4, 5, 5, 4, 5, 5, 4, 4, 4, 4, 2, 4, 2, 5, 6, 4, 5, 3, 2, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 2, 2, 2, 2, 2]
9554	order	Haloferacales	1	2	3			2.08	0.00	[3, 2, 2, 2, 2, 2, 2, 2, 2, 2]
9555	order	"Sphingobacteriales"	4	1	8			2.79	1.22	[3, 2, 4, 3, 3, 2, 8, 7, 7, 4, 4, 4, 3, 7, 6, 4, 4, 1, 1, 1, 1, 1, 3, 5, 6, 3, 1, 2, 2]
9556	order	Desulfovibrionales	3	1	7			2.26	0.37	[2, 2, 2, 2, 2, 3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 7]
9557	order	Cardiobacteriales	1	3	3			3.00	0.00	[3]
9558	order	"Nitrospirales"	1	1	3			1.42	0.00	[1, 1, 1, 1, 1, 3, 2, 2, 2]
9559	order	Anaerolineales	1	1	2			1.50	0.00	[2, 1, 1, 2]
9560	order	"Fibrobacterales"	1	3	3			3.00	0.00	[3, 3]
9561	order	Mycoplasmatales	1	1	3			1.68	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
9562	order	Thermomicrobiales	1	2	2			2.00	0.00	[2]
9563	order	Ignavibacteriales	1	1	1			1.00	0.00	[1, 1]
9564	order	Legionellales	2	1	4			2.04	1.04	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4]
9565	order	Natranaerobiales	1	4	4			4.00	0.00	[4]
9566	order	Rhodocyclales	1	2	5			2.89	0.00	[2, 4, 4, 4, 4, 2, 4, 2, 4, 4, 5, 4, 4, 2]
9567	order	"Flavobacteriales"	10	1	13			1.31	0.67	[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 6, 5, 2, 2, 2, 3, 2, 4, 3, 8, 5, 9, 9, 5, 4, 4, 4, 4, 4, 3, 2, 2, 6, 6, 5, 3, 4, 6, 6, 6, 1, 1, 1, 1, 4, 13, 6, 5, 5, 7, 5, 7, 3, 3, 3, 3, 3, 2, 6, 6, 6, 7, 6, 6, 5, 5, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 10, 3, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4, 2, 2, 2, 2, 2, 2]
9568	order	Rubrobacterales	1	1	1			1.00	0.00	[1, 1]
9569	order	Nitrosopumilales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
9570	order	Chrysiogenales	1	3	3			3.00	0.00	[3]
9571	order	Coriobacteriales	1	1	3			2.14	0.00	[2, 2, 2, 1, 2, 2, 1, 2, 2, 3, 3, 3, 2, 1, 3, 3]
9572	order	Deferribacterales	2	1	2			1.50	0.50	[2, 2, 2, 2, 1]
9573	order	Nitrosomonadales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
9574	order	Xanthomonadales	2	1	4			1.64	0.64	[1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
9575	order	Hydrogenophilales	1	2	2			2.00	0.00	[2]
9576	order	Aeromonadales	1	7	11			8.19	0.00	[8, 8, 8, 8, 7, 10, 9, 10, 11, 10, 9, 10, 10, 10, 10, 10, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]
9577	order	"Chloroflexales"	1	2	3			2.50	0.00	[2, 2, 3, 3, 3]
9578	order	Petrotogales	1	2	3			2.67	0.00	[2, 3, 3, 3]
9579	order	Chlorobiales	1	1	3			1.66	0.00	[2, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2]
9580	order	Methanosarcinales	2	1	3			2.04	0.54	[2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 1]
9581	order	Desulfarculales	1	1	1			1.00	0.00	[1]
9582	order	Caldilineales	1	2	2			2.00	0.00	[2]
9583	order	Sphaerobacterales	1	2	2			2.00	0.00	[2]
9584	order	Methanobacteriales	2	2	4			2.31	0.31	[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 2, 2]
9585	order	Puniceicoccales	1	2	2			2.00	0.00	[2]
9586	order	Aquificales	3	1	3			1.58	0.51	[2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 2, 2]
9587	order	Acidilobales	2	1	1			1.00	0.00	[1, 1]
9588	order	Rhodobacterales	1	1	6			2.78	0.00	[1, 2, 3, 2, 4, 5, 3, 2, 2, 4, 4, 2, 1, 2, 2, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 5, 3, 4, 3, 2, 3, 5, 5, 5, 5, 5, 6, 2, 3, 3, 5, 4, 2, 2, 4, 2, 2, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 2, 4, 4, 4, 4, 3, 3, 3, 4]
9589	order	Chlamydiales	4	1	4			1.94	0.97	[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 3, 4]
9590	order	Myxococcales	4	2	4			2.71	0.77	[2, 2, 3, 3, 2, 2, 2, 2, 4, 4, 2, 4, 3, 4, 3, 3, 4, 3, 3, 4, 3, 4, 4, 4]
9591	order	Spirochaetales	3	1	4			1.55	0.41	[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 4, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
9592	order	"Vibrionales"	1	6	15			9.34	0.00	[7, 7, 9, 15, 9, 15, 9, 15, 12, 12, 7, 8, 9, 8, 11, 7, 8, 7, 11, 9, 8, 7, 7, 9, 8, 11, 7, 9, 8, 11, 11, 12, 11, 7, 10, 8, 8, 6, 9, 12, 11, 10, 8, 10, 8, 7, 8, 10, 7, 10, 12, 7, 12, 10, 11, 11, 11, 10, 12, 9, 14, 11, 11, 11, 10, 11, 9, 9, 12, 12, 12, 12, 13, 10, 13, 9, 11, 9, 12, 10, 8, 12, 12, 9, 11, 8, 9, 10, 9, 8, 9, 10, 10, 12, 12, 11, 12, 9, 12, 12, 11, 12, 14, 12, 12, 12, 12, 12, 12, 12, 12, 12, 7, 8, 11, 13, 9, 10, 10, 9, 11, 13, 9, 10, 14, 11, 10, 9, 8, 10, 9]
9593	order	Desulfurococcales	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9594	order	Bdellovibrionales	2	1	2			1.75	0.25	[2, 2, 2, 1, 2, 1, 1]
9595	order	Desulfuromonadales	3	2	4			3.11	0.65	[4, 3, 2, 2, 2, 2, 4, 2, 4, 4, 2, 3, 2, 2, 2, 2, 3, 4]
9596	order	Bacillales	16	1	17			7.53	2.76	[11, 6, 7, 4, 4, 9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 7, 7, 7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 14, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 10, 7, 7, 11, 14, 11, 12, 14, 7, 7, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 10, 8, 11, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 10, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 7, 8, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 10, 10, 8, 10, 10, 9, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 14, 15, 7, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 8, 9, 7, 9, 9, 9, 7, 11, 17, 15, 12, 17, 5, 12, 8, 12, 13, 13, 9, 14, 14, 13, 12, 8, 13, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 10, 15, 12, 9, 9, 10, 13, 9, 11, 6, 10, 10, 14, 10, 11, 12, 12, 13, 8, 8, 8, 8, 9, 10, 7, 10, 7, 6, 6, 8, 10, 9, 8, 7, 8, 8, 9, 8, 9, 10, 13, 12, 12, 12, 9, 8, 9, 9, 9, 9, 10, 9, 9, 11, 9, 12, 12, 12, 9, 9, 9, 9, 9, 10, 9, 4, 4, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 5, 5, 5, 6, 4, 6, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 5, 4, 7, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 5, 6, 7, 5, 4, 5, 6, 6, 6, 6, 5, 5, 5, 5, 4, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 5, 7, 5, 6, 5, 6, 6, 6, 5, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 5, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 5, 6, 5, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 4, 5, 5, 5, 7, 8, 6, 7, 7, 7, 6, 8, 7, 7, 7, 6, 7, 4, 9, 6, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6]
9597	order	Thermococcales	1	1	2			1.33	0.00	[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9598	order	Acidimicrobiales	1	1	2			1.50	0.00	[1, 2, 2]
9599	order	Deinococcales	2	2	5			2.75	0.75	[2, 3, 4, 4, 3, 4, 5, 4, 3, 3, 3, 3, 3]
9600	order	Lactobacillales	6	1	11			5.10	0.44	[4, 5, 4, 6, 4, 6, 6, 4, 4, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 5, 5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 4, 7, 5, 5, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 4, 7, 4, 4, 6, 6, 7, 7, 6, 4, 4, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 6, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 7, 5, 7, 4, 5, 4, 6, 4, 4, 4, 5, 4, 7, 8, 6, 8, 8, 4, 6, 6, 6, 7, 6, 5, 5, 4, 9, 6, 5, 5, 4, 6, 5, 5, 7, 5, 5, 5, 9, 4, 7, 5, 5, 6, 4, 9, 4, 9, 4, 4, 5, 5, 5, 4, 5, 5, 4, 6, 7, 5, 6, 8, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 5, 5, 4, 6, 5, 4, 4, 5, 5, 7, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 7, 4, 6, 6, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 6, 6, 5, 7, 7, 6, 6, 6, 5, 5, 7, 5, 5, 7, 6, 5, 5, 5, 5, 11, 10, 8, 9, 8, 9, 5, 5, 4, 4, 5, 4, 9, 4, 5, 5, 9, 5, 4, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 4, 5, 7, 5, 5, 5, 5, 7, 7, 5, 1, 5, 5, 5, 5, 4, 6, 6, 7, 8, 8, 5, 9, 9, 4, 5, 5, 6, 5, 5, 5, 5, 7, 6, 5, 9, 5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 6, 8, 8, 9, 11, 9, 9, 8, 2]
9601	order	Synergistales	1	2	5			3.20	0.00	[3, 2, 3, 5, 3]
9602	order	Fimbriimonadales	1	2	2			2.00	0.00	[2]
9603	order	Desulfurobacteriales	1	2	3			2.50	0.00	[3, 2]
9604	order	Thermoanaerobacterales	2	1	4			2.52	0.52	[4, 4, 1, 1, 1, 2, 1, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2]
9605	order	Acholeplasmatales	1	2	4			2.20	0.00	[2, 2, 2, 2, 2, 2, 2, 4, 2, 2]
9606	order	Thermoplasmatales	7	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
