id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
9156	genus	Nitratiruptor	1	3	3	3	3	3.00	0.00	[3]
9157	genus	Clavibacter	5	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2]
9158	genus	Ezakiella	1	2	2	2	2	2.00	0.00	[2]
9159	genus	Methyloversatilis	1	2	2	2	2	2.00	0.00	[2]
9160	genus	Methanococcoides	2	3	3	3	3.0	3.00	0.00	[3, 3]
9161	genus	Escherichia/Shigella	407	6	11	7	7	7.04	0.36	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 9, 10, 8, 9, 11, 7, 7, 10, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]
9162	genus	Sphaerobacter	1	2	2	2	2	2.00	0.00	[2]
9163	genus	Desulfurococcus	3	1	1	1	1	1.00	0.00	[1, 1, 1]
9164	genus	Desulfotalea	1	7	7	7	7	7.00	0.00	[7]
9165	genus	Sandaracinus	1	2	2	2	2	2.00	0.00	[2]
9166	genus	Beggiatoa	1	2	2	2	2	2.00	0.00	[2]
9167	genus	Dokdonella	1	2	2	2	2	2.00	0.00	[2]
9168	genus	Dermatophilus	1	3	3	3	3	3.00	0.00	[3]
9169	genus	Edwardsiella	11	7	10	8	8	8.36	0.77	[8, 8, 8, 7, 8, 8, 9, 9, 10, 9, 8]
9170	genus	Kangiella	3	2	2	2	2	2.00	0.00	[2, 2, 2]
9171	genus	Frigidibacter	1	2	2	2	2	2.00	0.00	[2]
9172	genus	Mobiluncus	1	2	2	2	2	2.00	0.00	[2]
9173	genus	Caldivirga	1	1	1	1	1	1.00	0.00	[1]
9174	genus	Desulfovibrio	16	1	7	3	3.0	3.56	1.50	[3, 4, 5, 4, 3, 5, 5, 2, 2, 5, 3, 3, 1, 3, 2, 7]
9175	genus	Mucinivorans	1	2	2	2	2	2.00	0.00	[2]
9176	genus	Vagococcus	2	5	6		5.5	5.50	0.50	[6, 5]
9177	genus	Ignicoccus	2	1	1	1	1.0	1.00	0.00	[1, 1]
9178	genus	Cellulosimicrobium	2	3	3	3	3.0	3.00	0.00	[3, 3]
9179	genus	Ramlibacter	2	1	2		1.5	1.50	0.50	[1, 2]
9180	genus	Beutenbergia	1	2	2	2	2	2.00	0.00	[2]
9181	genus	Halobacterium	4	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1]
9182	genus	Haliscomenobacter	1	2	2	2	2	2.00	0.00	[2]
9183	genus	Campylobacter	194	1	4	3	3.0	2.38	0.92	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 2, 3, 1, 2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3]
9184	genus	Clostridium IV	3	2	4		3	3.00	0.82	[4, 2, 3]
9185	genus	Picrophilus	1	1	1	1	1	1.00	0.00	[1]
9186	genus	Capnocytophaga	18	3	4		3.5	3.50	0.50	[4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 4]
9187	genus	Methanosalsum	1	3	3	3	3	3.00	0.00	[3]
9188	genus	Listeria	149	3	6	6	6	5.63	0.55	[6, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 6, 6, 6, 4, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6]
9189	genus	Borrelia	9	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1]
9190	genus	Lacinutrix	2	2	2	2	2.0	2.00	0.00	[2, 2]
9191	genus	Christensenella	1	3	3	3	3	3.00	0.00	[3]
9192	genus	Vulcanisaeta	2	1	1	1	1.0	1.00	0.00	[1, 1]
9193	genus	Terriglobus	2	1	2		1.5	1.50	0.50	[1, 2]
9194	genus	Bosea	4	1	2	2	2.0	1.75	0.43	[1, 2, 2, 2]
9195	genus	Ochrobactrum	5	4	5	4	4	4.40	0.49	[4, 4, 5, 5, 4]
9196	genus	Arachidicoccus	1	1	1	1	1	1.00	0.00	[1]
9197	genus	Alteromonas	29	5	7	5	5	5.07	0.36	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
9198	genus	Amycolatopsis	8	3	4	4	4.0	3.88	0.33	[4, 4, 4, 4, 4, 4, 3, 4]
9199	genus	Salinispora	2	3	3	3	3.0	3.00	0.00	[3, 3]
9200	genus	Persephonella	1	2	2	2	2	2.00	0.00	[2]
9201	genus	Heliobacterium	1	10	10	10	10	10.00	0.00	[10]
9202	genus	Rhodobacter	8	3	4	4	4.0	3.62	0.48	[4, 4, 4, 4, 3, 3, 3, 4]
9203	genus	Devosia	2	2	2	2	2.0	2.00	0.00	[2, 2]
9204	genus	Planomicrobium	1	9	9	9	9	9.00	0.00	[9]
9205	genus	Dichelobacter	1	3	3	3	3	3.00	0.00	[3]
9206	genus	Rhodoluna	2	1	1	1	1.0	1.00	0.00	[1, 1]
9207	genus	Spirochaeta	4	2	3	2	2.0	2.25	0.43	[2, 2, 2, 3]
9208	genus	Thiolapillus	1	1	1	1	1	1.00	0.00	[1]
9209	genus	Pedobacter	5	3	7	4	4	4.80	1.47	[3, 7, 6, 4, 4]
9210	genus	Hafnia	5	7	8	8	8	7.80	0.40	[8, 8, 8, 7, 8]
9211	genus	Thermocrinis	2	1	1	1	1.0	1.00	0.00	[1, 1]
9212	genus	Leptospirillum	4	2	3	2	2.0	2.25	0.43	[3, 2, 2, 2]
9213	genus	Verminephrobacter	1	3	3	3	3	3.00	0.00	[3]
9214	genus	Denitrovibrio	1	2	2	2	2	2.00	0.00	[2]
9215	genus	Granulicella	2	1	1	1	1.0	1.00	0.00	[1, 1]
9216	genus	Actinopolyspora	1	5	5	5	5	5.00	0.00	[5]
9217	genus	Niabella	2	2	2	2	2.0	2.00	0.00	[2, 2]
9218	genus	Thiobacillus	1	2	2	2	2	2.00	0.00	[2]
9219	genus	Kutzneria	1	3	3	3	3	3.00	0.00	[3]
9220	genus	Muricauda	2	2	2	2	2.0	2.00	0.00	[2, 2]
9221	genus	Halotalea	1	6	6	6	6	6.00	0.00	[6]
9222	genus	Ilyobacter	1	8	8	8	8	8.00	0.00	[8]
9223	genus	Marinithermus	1	3	3	3	3	3.00	0.00	[3]
9224	genus	Xylella	14	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
9225	genus	Janibacter	1	2	2	2	2	2.00	0.00	[2]
9226	family	Family VII	1	3	3			3.00	0.00	[3, 3]
9227	family	"Parvularculaceae"	1	1	1			1.00	0.00	[1]
9228	family	Family V	1	3	4			3.25	0.00	[3, 3, 3, 4]
9229	family	Clostridiaceae 1	5	4	16			6.16	1.86	[6, 5, 5, 5, 6, 11, 10, 7, 8, 10, 10, 7, 14, 8, 8, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 9, 11, 10, 11, 9, 8, 11, 9, 12, 9, 16, 8, 14, 10, 10, 10, 10, 8, 11, 11, 10, 16, 4, 9, 9, 9, 11, 10, 11, 9, 9, 10, 10, 6, 8, 7, 9, 10, 10, 10, 16, 9, 9, 9, 12, 8, 9, 7, 10, 12, 11, 12, 14, 12, 12, 10, 10, 9, 9, 10, 9, 7]
9230	family	Rhizobiaceae	5	2	6			3.04	0.07	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3]
9231	family	Methanocorpusculaceae	1	3	3			3.00	0.00	[3]
9232	family	Acetobacteraceae	11	1	5			3.95	1.31	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 2, 2, 4, 4, 4, 4, 5, 4, 5, 5, 1, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]
9233	family	Colwelliaceae	2	6	9			6.60	0.60	[6, 9, 9, 6, 6, 6]
9234	family	Oceanospirillaceae	5	3	8			5.27	1.45	[4, 4, 4, 3, 8, 7, 8, 6, 5]
9235	family	Thermofilaceae	1	1	1			1.00	0.00	[1, 1, 1, 1]
9236	family	Desulfarculaceae	1	1	1			1.00	0.00	[1]
9237	family	Geobacteraceae	2	2	4			2.82	0.18	[3, 2, 2, 2, 2, 4, 2, 4, 4, 2, 3, 2]
9238	family	Deferribacteraceae	4	2	2			2.00	0.00	[2, 2, 2, 2]
9239	family	Pseudoalteromonadaceae	1	7	12			9.00	0.00	[9, 8, 7, 9, 8, 7, 9, 8, 9, 10, 12, 12, 12, 10, 9, 9, 8, 8, 10, 8, 8, 8, 9]
9240	family	Conexibacteraceae	1	1	1			1.00	0.00	[1]
9241	family	Mycoplasmataceae	2	1	3			1.68	0.32	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]
9242	family	Acidaminococcaceae	1	3	6			4.50	0.00	[6, 3]
9243	family	Coxiellaceae	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9244	family	"Leptotrichiaceae"	4	3	5			4.19	0.78	[3, 4, 5, 5, 4, 5, 5]
9245	family	Desulfurellaceae	2	2	2			2.00	0.00	[2, 2]
9246	family	Corynebacteriaceae	1	3	7			4.42	0.00	[3, 6, 5, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 6, 6, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 5, 4, 4, 4, 3, 6, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 6, 5, 3, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 6, 5, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 5, 4, 4, 4, 6, 5, 6, 6, 6, 4, 6, 6, 4, 4, 3, 4]
9247	family	Bacillaceae 1	5	1	16			8.49	1.38	[9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 8, 10, 10, 9, 10, 10, 10, 10, 10, 10, 10, 11, 7, 7, 7, 13, 11, 12, 11, 7, 11, 14, 10, 7, 8, 13, 7, 13, 14, 9, 13, 7, 14, 14, 14, 13, 11, 12, 14, 11, 11, 12, 14, 11, 8, 7, 10, 10, 14, 13, 6, 10, 7, 10, 9, 7, 11, 10, 10, 12, 10, 12, 10, 10, 9, 14, 10, 10, 13, 12, 14, 10, 11, 15, 14, 9, 10, 9, 12, 13, 9, 10, 9, 7, 10, 9, 9, 10, 9, 12, 10, 15, 10, 11, 10, 8, 10, 8, 14, 7, 13, 10, 10, 8, 7, 14, 9, 10, 7, 7, 11, 14, 11, 12, 14, 7, 7, 7, 9, 1, 7, 10, 10, 13, 8, 14, 9, 9, 10, 8, 11, 13, 14, 14, 10, 11, 11, 14, 11, 14, 11, 11, 12, 11, 10, 10, 10, 13, 11, 13, 14, 14, 14, 14, 10, 14, 11, 13, 8, 14, 11, 14, 11, 11, 13, 8, 13, 11, 7, 6, 10, 13, 10, 10, 10, 11, 7, 8, 8, 7, 14, 10, 9, 9, 10, 13, 10, 10, 10, 11, 14, 14, 13, 8, 10, 13, 7, 6, 12, 10, 9, 14, 1, 7, 10, 11, 12, 8, 9, 10, 8, 14, 8, 8, 8, 9, 9, 14, 8, 7, 8, 13, 10, 13, 16, 15, 13, 12, 9, 14, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 12, 9, 7, 15, 10, 7, 10, 10, 8, 9, 10, 12, 10, 14, 14, 9, 8, 10, 10, 9, 10, 13, 5, 8, 9, 10, 9, 13, 11, 9, 9, 10, 10, 8, 8, 10, 8, 9, 11, 8, 8, 8, 15, 15, 14, 11, 9, 14, 9, 13, 12, 13, 10, 9, 8, 9, 10, 14, 8, 8, 8, 8, 8, 10, 14, 7, 15, 9, 9, 11, 10, 9, 8, 10, 8, 10, 9, 9, 10, 10, 13, 8, 12, 9, 14, 12, 10, 10, 8, 10, 10, 9, 8, 14, 14, 14, 14, 10, 13, 9, 14, 14, 14, 8, 9, 9, 9, 8, 12, 14, 15, 7, 10, 10, 8, 10, 11, 14, 10, 9, 9, 11, 8, 8, 8, 8, 8, 9, 7, 9, 9, 9, 7]
9248	family	"Saprospiraceae"	2	2	3			2.50	0.50	[3, 2]
9249	family	Nocardiopsaceae	2	4	6			4.60	0.60	[4, 5, 5, 5, 5, 6]
9250	family	Catenulisporaceae	1	3	3			3.00	0.00	[3]
9251	family	Ferrimonadaceae	1	7	7			7.00	0.00	[7]
9252	family	Caldisphaeraceae	1	1	1			1.00	0.00	[1]
9253	family	Sutterellaceae	1	6	6			6.00	0.00	[6]
9254	family	Anaerolineaceae	4	1	2			1.50	0.50	[2, 1, 1, 2]
9255	family	Segniliparaceae	1	1	1			1.00	0.00	[1]
9256	family	Thermoproteaceae	4	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
9257	family	Sphingobacteriaceae	6	2	8			4.33	1.16	[4, 3, 3, 2, 8, 7, 7, 4, 4, 4, 3, 7, 6, 4, 4]
9258	family	Sulfolobaceae	3	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9259	family	Veillonellaceae	8	4	15			5.70	2.56	[4, 4, 7, 5, 9, 15, 4, 4, 4, 4, 4, 5, 4, 7, 4, 4, 4]
9260	family	Planctomycetaceae	12	1	8			2.46	1.86	[2, 1, 3, 1, 1, 2, 2, 2, 8, 3, 4, 3, 1]
9261	family	Nakamurellaceae	1	2	2			2.00	0.00	[2]
9262	family	Mycobacteriaceae	2	1	3			2.10	0.90	[3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2]
9263	family	Peptoniphilaceae	1	4	4			4.00	0.00	[4]
9264	family	Chloroflexaceae	2	2	3			2.50	0.50	[2, 2, 3, 3, 3]
9265	family	"Haliangiaceae"	1	2	2			2.00	0.00	[2]
9266	family	Methanobacteriaceae	4	2	4			2.62	0.81	[2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 4, 2, 2, 3, 2, 2, 2]
9267	family	Clostridiales_Incertae Sedis XVII	1	2	2			2.00	0.00	[2]
9268	family	Family I	1	1	5			3.81	0.00	[4, 4, 4, 4, 5, 3, 4, 5, 3, 4, 2, 4, 1, 5, 4, 4, 4, 4, 4, 3, 5]
9269	family	Verrucomicrobiaceae	1	3	3			3.00	0.00	[3, 3, 3]
9270	family	Microbacteriaceae	12	1	4			1.99	0.76	[2, 1, 2, 4, 3, 3, 1, 1, 3, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 1, 2, 1, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]
9271	family	Piscirickettsiaceae	5	1	6			3.00	1.67	[1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 2, 2, 3]
9272	family	Rickettsiaceae	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
9273	family	Labilitrichaceae	1	4	4			4.00	0.00	[4]
9274	family	Chrysiogenaceae	1	3	3			3.00	0.00	[3]
9275	family	Methylocystaceae	1	1	2			1.50	0.00	[1, 2]
9276	family	Desulfobulbaceae	4	2	7			3.50	2.06	[2, 2, 3, 7]
9277	family	Cardiobacteriaceae	1	3	3			3.00	0.00	[3]
9278	family	"Prevotellaceae"	1	3	5			4.00	0.00	[4, 4, 4, 4, 5, 4, 4, 3, 4, 4, 4, 4, 4]
9279	family	Magnetococcaceae	1	3	3			3.00	0.00	[3]
9280	family	Halanaerobiaceae	2	4	4			4.00	0.00	[4, 4, 4]
9281	family	Acholeplasmataceae	1	2	4			2.20	0.00	[2, 2, 2, 2, 2, 2, 2, 4, 2, 2]
9282	family	Enterococcaceae	4	4	6			4.96	0.58	[4, 5, 4, 6, 4, 6, 6, 4, 4, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 5, 5, 5, 6, 5]
9283	family	Ferroplasmaceae	1	1	1			1.00	0.00	[1, 1]
9284	family	Trueperaceae	1	2	2			2.00	0.00	[2]
9285	family	Thiotrichaceae	1	2	2			2.00	0.00	[2]
9286	family	Ruminococcaceae	8	2	8			2.94	0.89	[2, 3, 4, 8, 4, 6, 8, 4, 3, 3, 4, 3, 3, 4, 4, 2, 3, 2, 4, 2, 3]
9287	family	Burkholderiaceae	5	1	7			3.66	1.58	[6, 5, 4, 4, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 5, 6, 6, 6, 6, 5, 7, 6, 6, 5, 3, 6, 6, 6, 6, 4, 6, 2, 4, 6, 4, 5, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 6, 4, 6, 4, 4, 6, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 5, 5, 6, 4, 4, 5, 5, 6, 5, 6, 5, 4, 4, 4, 6, 4, 6, 5, 6, 6, 4, 4, 4, 4, 4, 6, 6, 6, 7, 4, 4, 4, 6, 6, 6, 5, 6, 6, 6, 6, 6, 4, 4, 4, 5, 6, 5, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 4, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 5, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 2, 4, 1, 1, 1, 1, 1, 1, 1, 4, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 2, 5, 4, 6, 5, 7, 4, 7, 7, 7, 5]
9288	family	Streptococcaceae	2	1	9			5.47	0.29	[6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 6, 6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 4, 7, 5, 5, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 4, 7, 4, 4, 6, 6, 7, 7, 6, 4, 4, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 6, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4, 7, 5, 7, 4, 5]
9289	family	Syntrophaceae	3	1	1			1.00	0.00	[1, 1, 1]
9290	family	Simkaniaceae	1	1	1			1.00	0.00	[1]
9291	family	Cystobacteraceae	4	2	4			2.75	0.83	[3, 2, 2, 2, 2, 4, 4, 2]
9292	family	Paenibacillaceae 2	1	11	17			14.00	0.00	[11, 17]
9293	family	Methylophilaceae	4	1	3			2.00	0.00	[2, 2, 2, 2, 2, 3, 2, 1]
9294	family	"Rhodothermaceae"	3	1	1			1.00	0.00	[1, 1, 1, 1, 1]
